Symbol,Name
037304.TW,聯電國票2A購03
037305.TW,台積電國票28購09
037306.TW,金像電國票2A購01
037307.TW,長榮航國票28購03
037308.TW,台驊控國票28購01
037309.TW,中信金國票28購01
03730P.TW,大立光元大24售12
03730U.TW,聯電群益27售06
037310.TW,聯詠國票28購02
037311.TW,聯詠國票28購03
037312.TW,景碩國票2A購01
037313.TW,晶睿國票2A購01
037314.TW,祥碩國票2A購01
037315.TW,彩晶國票2A購01
037316.TW,GIS國票28購01
037317.TW,上証2X元大28購04
037318.TW,元石油元大2A購02
037319.TW,元油反元大2A購02
03731P.TW,欣興元大24售16
03731U.TW,聯電群益29售01
037320.TW,元油反元大2A購03
037321.TW,元日2X元大2A購01
037322.TW,中興電元大28購02
037323.TW,大亞元大28購04
037324.TW,大亞元大2A購03
037325.TW,聯電元大2A購04
037326.TW,聯電元大2A購05
037327.TW,聯電元大2B購03
037328.TW,鴻海元大2A購21
037329.TW,鴻海元大2A購22
03732P.TW,嘉澤元大24售01
03732U.TW,可成群益27售01
037330.TW,鴻海元大2B購11
037331.TW,國巨元大2A購04
037332.TW,國巨元大2A購05
037333.TW,國巨元大2B購02
037334.TW,友訊元大28購01
037335.TW,順德元大28購04
037336.TW,金像電元大2A購04
037337.TW,金像電元大2A購05
037338.TW,金像電元大2B購03
037339.TW,技嘉元大2A購01
03733P.TW,南電元大24售07
03733U.TW,晶豪科群益28售02
037340.TW,友達元大2A購03
037341.TW,友達元大2A購04
037342.TW,飛宏元大28購02
037343.TW,義隆元大28購02
037344.TW,長榮航元大2A購07
037345.TW,長榮航元大2A購08
037346.TW,長榮航元大2B購03
037347.TW,漢翔元大2A購05
037348.TW,八方元大28購03
037349.TW,玉山金元大28購01
03734P.TW,南亞科元富24售02
03734U.TW,大立光群益27售03
037350.TW,聯詠元大2A購03
037351.TW,晶睿元大28購06
037352.TW,群創元大2A購03
037353.TW,群創元大2A購04
037354.TW,群創元大2B購02
037355.TW,敦泰元大2A購01
037356.TW,瑞鼎元大28購03
037357.TW,健策元大2A購07
037358.TW,世芯元大2A購03
037359.TW,康普元大28購02
03735P.TW,致茂元大24售04
03735U.TW,欣興群益27售05
037360.TW,台耀元大28購02
037361.TW,康舒元大2B購02
037362.TW,愛普元大28購11
037363.TW,帝寶元大28購04
037364.TW,富邦媒元大2A購02
037365.TW,亞力凱基28購01
037366.TW,寶齡凱基28購05
037367.TW,新光鋼凱基28購02
037368.TW,台積電凱基28購20
037369.TW,台積電凱基28購21
03736P.TW,長榮元富24售12
03736U.TW,景碩群益27售02
037370.TW,威盛凱基28購03
037371.TW,漢唐凱基2A購01
037372.TW,超豐凱基28購01
037373.TW,中航凱基28購02
037374.TW,聯陽凱基28購01
037375.TW,亞光凱基28購01
037376.TW,欣興凱基2A購04
037377.TW,晶睿凱基28購03
037378.TW,致伸凱基28購03
037379.TW,全訊凱基28購02
03737P.TW,長榮元富2A售01
03737U.TW,玉晶光群益27售04
037380.TW,全訊凱基2A購01
037381.TW,台表科凱基28購03
037382.TW,康舒凱基2A購01
037383.TW,愛普凱基2A購03
037384.TW,緯穎凱基2A購01
037385.TW,AES凱基28購04
037386.TW,致新凱基28購03
037387.TW,南茂凱基28購01
037388.TW,富邦媒凱基28購01
037389.TW,台積電法興28購03
03738P.TW,長榮航元富24售05
03738U.TW,晶碩群益27售01
037390.TW,友達法興28購03
037391.TW,萬海法興28購01
037392.TW,聯詠法興28購03
037393.TW,群創法興28購03
037394.TW,台達電中信29購01
037395.TW,裕民中信2B購01
037396.TW,玉山金中信29購01
037397.TW,上品中信2A購01
037398.TW,愛普中信2A購01
037399.TW,緯穎中信2A購01
03739P.TW,晶豪科元富24售01
03739U.TW,力積電群益27售04
037400.TW,欣興康和29購01
037401.TW,景碩康和29購01
037402.TW,敦泰康和29購01
037403.TW,台灣50永豐33購01
037404.TW,中興電永豐2A購01
037405.TW,中鴻永豐29購01
037406.TW,微星永豐2B購01
037407.TW,瑞昱永豐29購02
037408.TW,威盛永豐2A購02
037409.TW,新興永豐2B購01
03740P.TW,鴻準麥證24售01
03740U.TW,南電群益28售05
037410.TW,裕民永豐2B購01
037411.TW,陽明永豐2B購01
037412.TW,台航永豐2B購01
037413.TW,慧洋永豐2B購01
037414.TW,晶豪科永豐2A購01
037415.TW,華擎永豐2A購01
037416.TW,瑞鼎永豐2B購01
037417.TW,世芯永豐2A購01
037418.TW,愛普永豐2B購01
037419.TW,緯穎永豐2B購01
03741P.TW,長榮麥證27售03
03741U.TW,臺股指群益27售07
037420.TW,中興電統一2B購01
037421.TW,華城統一2B購01
037422.TW,大亞統一2B購01
037423.TW,寶齡統一2C購02
037424.TW,台積電統一33購02
037425.TW,威盛統一31購02
037426.TW,威盛統一33購01
037427.TW,聯發科統一33購02
037428.TW,全新統一2B購01
037429.TW,飛宏統一29購01
03742P.TW,陽明麥證24售01
03742U.TW,臺股指群益27售08
037430.TW,宏達電統一2C購02
037431.TW,敦泰統一2B購02
037432.TW,拓凱統一2C購02
037433.TW,新唐統一2B購02
037434.TW,元晶統一2B購01
037435.TW,愛普統一32購02
037436.TW,富邦媒統一31購01
037437.TW,滬深反凱基2C購01
037438.TW,中興電凱基29購06
037439.TW,華城凱基2A購02
03743P.TW,元大金麥證24售01
03743U.TW,臺股指群益27售09
037440.TW,台達電凱基29購01
037441.TW,金像電凱基2A購01
037442.TW,威盛凱基29購04
037443.TW,長榮凱基29購08
037444.TW,裕民凱基29購01
037445.TW,玉晶光凱基2A購02
037446.TW,華擎凱基29購01
037447.TW,瑞鼎凱基29購03
037448.TW,世芯凱基29購06
037449.TW,貿聯凱基2A購02
03744P.TW,臺股指富邦25售04
03744U.TW,臺股指群益27售10
037450.TW,拓凱凱基29購02
037451.TW,台表科凱基29購01
037452.TW,樺漢凱基29購01
037453.TW,穎崴凱基29購03
037454.TW,愛普凱基2A購04
037455.TW,愛普凱基2A購05
037456.TW,台灣50國票29購05
037457.TW,SGBR2X國票29購02
037458.TW,聯電國票29購02
037459.TW,聯電國票2B購01
03745P.TW,台積電元大26售21
03745U.TW,臺股指群益27售11
037460.TW,台積電國票2A購04
037461.TW,微星國票2A購01
037462.TW,威盛國票2A購01
037463.TW,漢唐國票2A購01
037464.TW,友達國票2A購01
037465.TW,新興國票2A購01
037466.TW,陽明國票29購02
037467.TW,陽明國票2A購01
037468.TW,華航國票29購01
037469.TW,八方國票2A購01
03746U.TW,寶齡國票2A售01
037470.TW,聯詠國票2A購02
037471.TW,聯詠國票2A購03
037472.TW,群創國票2A購01
037473.TW,世芯國票29購05
037474.TW,四維航國票2A購01
037475.TW,元晶國票2A購02
037476.TW,愛普國票2A購02
037477.TW,緯穎國票2A購01
037478.TW,金像電國泰2B購01
037479.TW,飛宏國泰2B購01
03747U.TW,義隆國票27售01
037480.TW,晶華國泰2B購01
037481.TW,可成元富33購01
037482.TW,長榮航元富31購01
037483.TW,美食元富2A購04
037484.TW,欣興元富31購01
037485.TW,貿聯元富29購01
037486.TW,元晶元富2C購01
037487.TW,穎崴元富2C購01
037488.TW,愛普元富2A購02
037489.TW,富鼎元富2C購01
03748P.TW,台積電元大26售22
03748U.TW,王品國票28售01
037490.TW,中興電麥證29購02
037491.TW,康舒麥證29購02
037492.TW,台達電兆豐2C購01
037493.TW,榮運兆豐2B購01
037494.TW,美食兆豐2B購01
037495.TW,立積兆豐2B購01
037496.TW,愛普兆豐2A購02
037497.TW,元日2X群益31購01
037498.TW,中興電群益29購01
037499.TW,亞力群益29購01
03749P.TW,聯發科元大26售16
03749U.TW,華新群益27售08
037500.TW,華新群益29購01
037501.TW,台達電群益29購01
037502.TW,晶華群益2A購01
037503.TW,群創群益2A購01
037504.TW,敦泰群益2A購01
037505.TW,拓凱群益29購02
037506.TW,康舒群益29購02
037507.TW,穎崴群益2A購01
037508.TW,愛普群益2A購02
037509.TW,晶心科群益2A購02
03750P.TW,大立光元大26售10
03750U.TW,聯電群益28售01
037510.TW,緯穎群益29購01
037511.TW,矽創群益29購01
037512.TW,香港2X元大2A購01
037513.TW,SGBR2X元大2A購02
037514.TW,SGBR2X元大2B購01
037515.TW,華夏元大29購01
037516.TW,中興電元大2A購02
037517.TW,華城元大29購02
037518.TW,上銀元大29購01
037519.TW,飛宏元大29購01
03751P.TW,晶睿元大28售03
03751U.TW,瑞昱群益27售01
037520.TW,華新科元大2A購02
037521.TW,宏達電元大2A購06
037522.TW,長榮航元大2A購09
037523.TW,長榮航元大2B購04
037524.TW,晶華元大2A購05
037525.TW,群創元大2A購05
037526.TW,群創元大2B購03
037527.TW,群創元大2C購01
037528.TW,台勝科元大29購01
037529.TW,敦泰元大2B購01
03752P.TW,金像電元大24售10
03752U.TW,南亞科群益27售03
037530.TW,健策元大2A購08
037531.TW,世芯元大2A購04
037532.TW,穎崴元大2A購01
037533.TW,愛普元大2A購02
037534.TW,帝寶元大29購01
037535.TW,南電元大29購06
037536.TW,南電元大29購07
037537.TW,南電元大29購08
037538.TW,富邦媒元大2A購03
037539.TW,威強電中信29購01
03753P.TW,晶睿國票27售01
03753U.TW,南亞科群益27售04
037540.TW,金像電永豐2C購01
037541.TW,新興永豐2A購01
037542.TW,奇鋐永豐2A購01
037543.TW,緯創永豐2A購01
037544.TW,敦泰永豐29購02
037545.TW,立積永豐2C購01
037546.TW,元晶永豐2A購01
037547.TW,緯穎永豐2C購01
037548.TW,中興電康和29購01
037549.TW,AES康和29購01
03754U.TW,聯發科群益27售15
037550.TW,矽創康和29購01
037551.TW,為升第一29購01
037552.TW,微星第一29購01
037553.TW,台積電麥證29購06
037554.TW,台積電麥證2A購10
037555.TW,台積電麥證2B購02
037556.TW,聯發科麥證2A購02
037557.TW,聯發科麥證2B購01
037558.TW,宏達電麥證2B購01
037559.TW,永豐金麥證29購01
03755P.TW,長榮群益24售02
03755U.TW,萬海群益27售05
037560.TW,緯創麥證29購01
037561.TW,力智麥證2A購01
037562.TW,南茂麥證29購01
037563.TW,S&P反1凱基31購01
037564.TW,SGBR2X凱基2B購01
037565.TW,台泥凱基29購01
037566.TW,中鴻凱基29購01
037567.TW,為升凱基2A購01
037568.TW,台積電凱基2C購13
037569.TW,台積電凱基33購05
03756P.TW,長榮群益24售03
03756U.TW,聯詠群益27售07
037570.TW,友訊凱基29購01
037571.TW,智邦凱基29購01
037572.TW,聯發科凱基2C購01
037573.TW,全新凱基29購02
037574.TW,長榮凱基2B購02
037575.TW,慧洋凱基29購01
037576.TW,欣興凱基29購05
037577.TW,明泰凱基29購01
037578.TW,華擎凱基29購02
037579.TW,健策凱基2C購01
03757P.TW,晶華群益25售02
03757U.TW,創意群益27售02
037580.TW,貿聯凱基29購01
037581.TW,上品凱基29購01
037582.TW,新唐凱基2A購01
037583.TW,緯穎凱基2A購02
037584.TW,富邦媒凱基29購04
037585.TW,宏全凱基29購01
037586.TW,威盛兆豐2B購01
037587.TW,祥碩兆豐29購01
037588.TW,康舒兆豐2C購01
037589.TW,香港2X群益2B購01
03758P.TW,晶華群益26售01
03758U.TW,東哥群益27售04
037590.TW,寶齡群益29購01
037591.TW,威盛群益2A購02
037592.TW,友達群益29購02
037593.TW,美食群益29購01
037594.TW,健策群益29購01
037595.TW,世紀鋼群益29購01
037596.TW,華新國票2B購01
037597.TW,裕民國票2A購01
037598.TW,慧洋國票29購01
037599.TW,健策國票2A購01
03759P.TW,國泰金群益24售01
03759U.TW,聯發科統一27售02
037600.TW,世芯國票2B購01
037601.TW,亞力國泰2B購01
037602.TW,裕隆國泰2B購01
037603.TW,聯電國泰2B購01
037604.TW,瑞昱國泰2B購01
037605.TW,威盛國泰2B購01
037606.TW,陽明國泰2B購01
037607.TW,緯穎國泰2B購01
037608.TW,富邦媒國泰2B購01
037609.TW,中興電元富31購02
03760P.TW,台積電兆豐28售03
03760U.TW,長榮統一2A售04
037610.TW,威盛元富29購01
037611.TW,美律元富2C購01
037612.TW,健策元富2C購01
037613.TW,世芯元富29購02
037614.TW,穎崴元富29購02
037615.TW,緯穎元富29購01
037616.TW,SGBR2X統一31購01
037617.TW,中興電統一2B購02
037618.TW,台積電統一2B購08
037619.TW,威盛統一31購03
03761P.TW,台灣50台新28售01
03761U.TW,長榮統一2A售05
037620.TW,飛宏統一29購02
037621.TW,長榮統一33購02
037622.TW,裕民統一2C購01
037623.TW,裕民統一31購01
037624.TW,漢翔統一2B購02
037625.TW,慧洋統一2C購01
037626.TW,慧洋統一31購01
037627.TW,華擎統一2B購03
037628.TW,敦泰統一2B購03
037629.TW,健策統一31購01
03762P.TW,美食元富26售02
03762U.TW,萬海統一27售04
037630.TW,拓凱統一2B購02
037631.TW,新唐統一29購01
037632.TW,愛普統一2B購02
037633.TW,晶心科統一2B購07
037634.TW,緯穎統一31購01
037635.TW,滬深2X元大2A購06
037636.TW,滬深2X元大2B購03
037637.TW,A50正2元大2B購02
037638.TW,美費半元大29購02
037639.TW,FB越南元大2A購01
03763P.TW,健策群益26售01
03763U.TW,世芯統一27售06
037640.TW,中興電元大2A購03
037641.TW,堤維西元大29購01
037642.TW,華新元大2A購14
037643.TW,華新元大2B購08
037644.TW,上銀元大29購02
037645.TW,鴻海元大29購22
037646.TW,鴻海元大2A購23
037647.TW,鴻海元大2B購12
037648.TW,光罩元大29購02
037649.TW,微星元大29購02
03764P.TW,創意麥證27售01
03764U.TW,世芯統一2A售01
037650.TW,威盛元大2A購04
037651.TW,飛宏元大2A購01
037652.TW,宏達電元大2B購04
037653.TW,奇鋐元大29購02
037654.TW,智原元大2A購04
037655.TW,欣興元大29購04
037656.TW,欣興元大2A購04
037657.TW,欣興元大2B購05
037658.TW,玉晶光元大2A購01
037659.TW,群創元大29購06
03765P.TW,光罩群益28售02
03765U.TW,天鈺統一28售01
037660.TW,群創元大2A購06
037661.TW,群創元大2B購04
037662.TW,瑞鼎元大29購04
037663.TW,世芯元大2A購05
037664.TW,拓凱元大29購01
037665.TW,拓凱元大2B購01
037666.TW,全訊元大29購01
037667.TW,中磊元大29購01
037668.TW,中磊元大2B購02
037669.TW,盛群元大29購01
03766P.TW,台積電第一2C售04
03766U.TW,台積電台新27售01
037670.TW,台表科元大29購01
037671.TW,樺漢元大29購01
037672.TW,矽創元大29購01
037673.TW,南茂元大29購01
037674.TW,富邦媒元大2A購04
037675.TW,鈺齊元大29購02
037676.TW,臺股指元大2C購04
037677.TW,臺股指元大2C購05
037678.TW,臺股指元大2C購06
037679.TW,臺股指元大31購07
03767P.TW,台積電凱基28售09
03767U.TW,華新凱基27售06
037680.TW,臺股指元大31購08
037681.TW,臺股指元大31購09
037682.TW,聯發科中信29購01
037683.TW,臺企銀中信29購01
037684.TW,世芯中信2C購01
037685.TW,鈺齊中信2B購01
037686.TW,上証2X永豐29購01
037687.TW,元油反永豐2A購01
037688.TW,興農永豐29購01
037689.TW,台達電永豐2A購01
03768P.TW,台積電凱基2C售10
03768U.TW,聯電凱基2B售01
037690.TW,美律永豐29購01
037691.TW,聯發科永豐2A購02
037692.TW,宏達電永豐2A購02
037693.TW,明泰永豐2A購01
037694.TW,致伸永豐2A購01
037695.TW,帆宣永豐2A購01
037696.TW,晶心科永豐2B購01
037697.TW,南電永豐2A購01
037698.TW,晶心科元富2C購01
037699.TW,台光電第一29購01
03769P.TW,台積電凱基2C售11
03769U.TW,鴻海凱基27售07
037700.TW,強茂第一29購01
037701.TW,裕民兆豐2B購01
037702.TW,慧洋兆豐2B購01
037703.TW,香港2X凱基2C購01
037704.TW,元油反凱基2C購01
037705.TW,第一銅凱基29購02
037706.TW,上銀凱基2B購01
037707.TW,聯發科凱基29購08
037708.TW,聯發科凱基2B購04
037709.TW,宏達電凱基2A購02
03770P.TW,飛捷群益24售01
03770U.TW,技嘉凱基27售05
037710.TW,陽明凱基2A購03
037711.TW,萬海凱基29購05
037712.TW,奇鋐凱基29購02
037713.TW,群創凱基2A購03
037714.TW,嘉澤凱基2A購02
037715.TW,康舒凱基31購01
037716.TW,康舒凱基31購02
037717.TW,樺漢凱基29購02
037718.TW,富邦媒凱基2A購01
037719.TW,臺股指凱基2B購18
03771P.TW,聯發科凱基26售09
03771U.TW,聯發科凱基28售04
037720.TW,臺股指凱基2B購19
037721.TW,臺股指凱基32購02
037722.TW,裕民麥證29購01
037723.TW,晶豪科麥證29購01
037724.TW,A50正2元大2A購01
037725.TW,亞力元大29購01
037726.TW,為升元大29購02
037727.TW,為升元大2B購02
037728.TW,台達電元大2A購03
037729.TW,華邦電元大29購03
03772P.TW,愛普群益28售01
03772U.TW,可成凱基27售02
037730.TW,華邦電元大29購04
037731.TW,華邦電元大2B購02
037732.TW,友達元大29購07
037733.TW,友達元大2A購05
037734.TW,友達元大2B購02
037735.TW,宏達電元大2A購07
037736.TW,玉山金元大29購01
037737.TW,晶豪科元大29購01
037738.TW,奇鋐元大29購03
037739.TW,奇鋐元大2B購02
03773P.TW,台積電凱基31售01
03773U.TW,長榮航凱基27售05
037740.TW,欣興元大29購05
037741.TW,欣興元大2A購05
037742.TW,欣興元大2B購06
037743.TW,敦泰元大29購02
037744.TW,碩天元大2A購02
037745.TW,世芯元大2A購06
037746.TW,穎崴元大2A購02
037747.TW,愛普元大2A購03
037748.TW,晶心科元大2A購01
037749.TW,矽創元大29購02
03774P.TW,美指2X國票26售01
03774U.TW,欣興凱基27售05
037750.TW,SGBR2X國票2A購01
037751.TW,中興電國票2A購01
037752.TW,川湖國票2A購01
037753.TW,金寶國票2A購01
037754.TW,鴻海國票2B購01
037755.TW,台積電國票2B購01
037756.TW,友訊國票2A購01
037757.TW,台亞國票2A購01
037758.TW,友達國票29購01
037759.TW,宏達電國票2B購02
03775P.TW,亞德客國票26售01
03775U.TW,創意凱基27售07
037760.TW,臺企銀國票2A購01
037761.TW,群創國票29購02
037762.TW,穎崴國票2A購01
037763.TW,晶心科國票2B購01
037764.TW,華新國泰2B購01
037765.TW,致伸國泰2B購01
037766.TW,元日2X富邦33購01
037767.TW,威盛富邦2C購01
037768.TW,陽明富邦31購01
037769.TW,愛普富邦2C購01
03776P.TW,亞德客國票27售01
03776U.TW,華擎凱基27售04
037770.TW,香港2X統一29購01
037771.TW,華新統一33購01
037772.TW,威盛統一31購04
037773.TW,聯發科統一29購04
037774.TW,聯發科統一2A購04
037775.TW,長榮統一2B購04
037776.TW,裕民統一31購02
037777.TW,裕民統一31購03
037778.TW,萬海統一2B購02
037779.TW,慧洋統一31購02
03777P.TW,長榮元大24售34
03777U.TW,敦泰凱基27售05
037780.TW,晶華統一2A購02
037781.TW,貿聯統一2A購02
037782.TW,愛普統一2B購03
037783.TW,晶心科統一2B購08
037784.TW,鈺齊統一2B購01
037785.TW,國巨群益29購01
037786.TW,台亞群益29購01
037787.TW,飛宏群益29購01
037788.TW,華航群益2B購01
037789.TW,長榮航群益29購04
03778P.TW,寶齡國票25售01
03778U.TW,祥碩凱基27售04
037790.TW,欣興群益29購01
037791.TW,世芯群益29購02
037792.TW,日月光群益29購01
037793.TW,上銀中信29購01
037794.TW,華邦電中信29購01
037795.TW,聯發科中信29購03
037796.TW,南電中信29購01
037797.TW,南電中信2A購01
037798.TW,裕民康和29購01
037799.TW,台泥永豐29購01
03779P.TW,鴻準國票25售02
03779U.TW,中興電永豐27售02
037800.TW,遠東新永豐29購01
037801.TW,新光鋼永豐29購01
037802.TW,允強永豐29購01
037803.TW,鴻海永豐2C購01
037804.TW,華邦電永豐2A購01
037805.TW,長榮永豐29購02
037806.TW,晶華永豐2A購01
037807.TW,臺企銀永豐29購01
037808.TW,玉晶光永豐2B購01
037809.TW,晶睿永豐2B購02
03780P.TW,南亞科國票25售01
03780U.TW,台灣50元大2A售08
037810.TW,嘉澤永豐2A購01
037811.TW,聯發科兆豐2A購02
037812.TW,聯發科兆豐2B購01
037813.TW,晶華兆豐2B購01
037814.TW,晶睿兆豐31購01
037815.TW,日月光兆豐33購01
037816.TW,啟碁兆豐2B購01
037817.TW,富鼎兆豐2B購01
037818.TW,A50正2元富29購02
037819.TW,華邦電元富31購01
03781P.TW,長榮國票25售02
03781U.TW,台灣50元大2A售09
037820.TW,聯發科元富2A購02
037821.TW,聯發科元富2A購03
037822.TW,聯發科元富31購05
037823.TW,晶華元富31購01
037824.TW,世芯元富2C購02
037825.TW,愛普元富2C購01
037826.TW,中砂第一29購01
037827.TW,鈺齊第一29購01
037828.TW,中砂統一33購01
037829.TW,華新統一2A購06
03782P.TW,萬海國票25售01
03782U.TW,台灣50元大2A售10
037830.TW,華新統一2B購03
037831.TW,華新統一2B購04
037832.TW,上銀統一2B購02
037833.TW,聯電統一2B購03
037834.TW,聯電統一2B購04
037835.TW,聯電統一2B購05
037836.TW,聯電統一2B購06
037837.TW,鴻海統一33購01
037838.TW,聯發科統一2B購05
037839.TW,聯發科統一2B購06
03783P.TW,嘉晶國票24售02
03783U.TW,台灣50元大2A售11
037840.TW,聯發科統一2B購07
037841.TW,聯發科統一2B購08
037842.TW,裕民統一2A購03
037843.TW,裕民統一32購01
037844.TW,陽明統一2A購03
037845.TW,萬海統一2A購01
037846.TW,慧洋統一32購01
037847.TW,晶華統一31購01
037848.TW,欣興統一2B購03
037849.TW,晶睿統一2B購01
03784P.TW,文曄國票25售01
03784U.TW,台灣50元大2A售12
037850.TW,華擎統一2C購01
037851.TW,貿聯統一2C購01
037852.TW,康舒統一2B購01
037853.TW,穎崴統一31購02
037854.TW,台灣50元大2A購15
037855.TW,台灣50元大2A購16
037856.TW,台灣50元大2B購03
037857.TW,台灣50元大2B購04
037858.TW,台灣50元大2B購05
037859.TW,川湖元大29購01
03785P.TW,世芯國票25售02
03785U.TW,聯電元大27售10
037860.TW,聯電元大29購13
037861.TW,聯電元大2A購06
037862.TW,聯電元大2B購04
037863.TW,台達電元大2A購04
037864.TW,華邦電元大29購05
037865.TW,金像電元大2A購06
037866.TW,威盛元大29購02
037867.TW,威盛元大2A購05
037868.TW,威盛元大2B購01
037869.TW,漢唐元大29購01
03786P.TW,世芯國票26售02
03786U.TW,聯電元大27售11
037870.TW,宏達電元大2A購08
037871.TW,新興元大29購01
037872.TW,新興元大2B購01
037873.TW,裕民元大29購01
037874.TW,裕民元大2B購01
037875.TW,長榮航元大2A購10
037876.TW,長榮航元大2B購05
037877.TW,八方元大29購02
037878.TW,奇鋐元大29購04
037879.TW,群創元大2A購07
03787P.TW,裕隆國票27售01
03787U.TW,台積電元大27售18
037880.TW,群創元大2B購05
037881.TW,敦泰元大29購03
037882.TW,世芯元大2A購07
037883.TW,貿聯元大2A購04
037884.TW,康舒元大2A購03
037885.TW,啟碁元大2A購01
037886.TW,晶心科元大2A購02
037887.TW,富邦媒元大2A購05
037888.TW,香港2X國票2B購01
037889.TW,光寶科國票2A購01
03788P.TW,晶心科國票27售02
03788U.TW,台積電元大27售19
037890.TW,聯電國票2A購04
037891.TW,華邦電國票2A購01
037892.TW,聯發科國票29購02
037893.TW,聯發科國票2A購01
037894.TW,華航國票2A購01
037895.TW,長榮航國票2B購01
037896.TW,晶華國票2A購01
037897.TW,美食國票2A購02
037898.TW,晶豪科國票2A購01
037899.TW,世芯國票2A購03
03789P.TW,立積國票25售01
03789U.TW,台積電元大27售20
037900.TW,貿聯國票2A購01
037901.TW,承業醫國票2A購01
037902.TW,台耀國票2A購01
037903.TW,中磊國票2A購01
037904.TW,中租國票2A購01
037905.TW,矽力國票2A購01
037906.TW,力智國票2B購01
037907.TW,南電國票2A購01
037908.TW,中鋼國泰2B購01
037909.TW,台達電國泰2B購01
03790P.TW,帆宣國票25售01
03790U.TW,慧洋元大27售01
037910.TW,台積電國泰2B購01
037911.TW,聯發科國泰2B購01
037912.TW,聯發科國泰2B購02
037913.TW,聯發科國泰2B購03
037914.TW,長榮國泰2B購01
037915.TW,長榮國泰2B購02
037916.TW,欣興國泰2B購01
037917.TW,玉晶光國泰2B購01
037918.TW,南電國泰2B購01
037919.TW,台積電富邦2A購11
03791P.TW,華孚國票25售02
03791U.TW,富邦金元大27售04
037920.TW,聯發科富邦2B購01
037921.TW,聯詠富邦2B購01
037922.TW,中砂群益29購01
037923.TW,光罩群益29購01
037924.TW,燿華群益29購01
037925.TW,金像電群益29購01
037926.TW,聯發科群益29購06
037927.TW,聯發科群益29購07
037928.TW,聯發科群益29購08
037929.TW,聯發科群益2B購02
03792P.TW,聯詠元大24售05
03792U.TW,大立光元大27售10
037930.TW,飛宏群益29購02
037931.TW,裕民群益29購01
037932.TW,陽明群益29購01
037933.TW,陽明群益2A購01
037934.TW,漢翔群益29購01
037935.TW,穎崴群益29購01
037936.TW,愛普群益2B購04
037937.TW,矽創群益29購02
037938.TW,台灣50凱基31購02
037939.TW,光罩凱基29購03
03793P.TW,世紀鋼國票24售02
03793U.TW,大立光元大27售11
037940.TW,華邦電凱基2A購01
037941.TW,聯發科凱基29購09
037942.TW,聯發科凱基29購10
037943.TW,晶華凱基2A購04
037944.TW,晶睿凱基2A購02
037945.TW,瑞鼎凱基29購04
037946.TW,碩天凱基2A購01
037947.TW,台耀凱基29購01
037948.TW,正文凱基29購01
037949.TW,台積電元大26購01
03794P.TW,美時康和24售02
03794U.TW,大立光元大27售12
037950.TW,中租凱基29購01
037951.TW,亞翔凱基29購01
037952.TW,樺漢凱基29購03
037953.TW,晶心科凱基29購03
037954.TW,臺股指凱基2B購22
037955.TW,台積電中信2B購01
037956.TW,台積電中信31購01
037957.TW,旺宏中信2C購01
037958.TW,萬海中信29購02
037959.TW,開發金中信2A購01
03795P.TW,聯發科康和24售03
03795U.TW,聯詠元大27售20
037960.TW,國票金中信29購01
037961.TW,彩晶中信2C購01
037962.TW,台積電康和29購02
037963.TW,晶睿康和29購01
037964.TW,旺宏永豐29購02
037965.TW,友達永豐2A購01
037966.TW,欣興永豐2B購01
037967.TW,群創永豐2A購02
037968.TW,富采永豐2A購01
037969.TW,天鈺永豐2B購01
03796P.TW,元美指國票26售01
03796U.TW,智原元大27售05
037970.TW,瑞儀永豐2A購01
037971.TW,穎崴永豐2B購01
037972.TW,帝寶永豐2B購01
037973.TW,明基材永豐29購01
037974.TW,華新統一2C購04
037975.TW,大亞統一2C購02
037976.TW,華邦電統一2C購01
037977.TW,南亞科統一2C購01
037978.TW,晶睿統一2B購02
037979.TW,康舒統一2B購02
03797P.TW,致茂國票25售01
03797U.TW,景碩元大27售10
037980.TW,晶心科統一2B購09
037981.TW,華新麥證2B購01
037982.TW,台亞麥證29購01
037983.TW,長榮麥證29購01
037984.TW,長榮麥證31購01
037985.TW,智邦兆豐2A購01
037986.TW,瑞昱兆豐2A購01
037987.TW,欣興兆豐2B購01
037988.TW,天鈺兆豐2B購01
037989.TW,中興電群益29購02
03798P.TW,台積電元大26售23
03798U.TW,世芯元大27售08
037990.TW,啟碁群益29購01
037991.TW,穎崴群益29購02
037992.TW,愛普群益29購08
037993.TW,東鹼國票2A購01
037994.TW,晶睿國票2A購02
037995.TW,瑞鼎國票2A購01
037996.TW,世芯國票2B購02
037997.TW,貿聯國票2A購02
037998.TW,元晶國票2B購01
037999.TW,陽明國泰2B購02
03799P.TW,富邦金國票24售03
03799U.TW,東哥元大27售02
038000.TW,祥碩國泰2B購01
038001.TW,裕民富邦2B購01
038002.TW,道瓊2X元大2A購01
038003.TW,台泥元大29購01
038004.TW,華新元大2A購15
038005.TW,華新元大2B購09
038006.TW,生達元大29購01
038007.TW,生達元大2B購01
038008.TW,上銀元大29購03
038009.TW,台達電元大29購05
03800P.TW,富邦金國票26售01
03800U.TW,聯電中信27售03
038010.TW,台達電元大2A購05
038011.TW,台達電元大2B購01
038012.TW,金寶元大29購01
038013.TW,華邦電元大29購06
038014.TW,南亞科元大29購02
038015.TW,南亞科元大2B購01
038016.TW,鉅祥元大29購01
038017.TW,宏達電元大2A購09
038018.TW,八方元大29購03
038019.TW,奇鋐元大29購05
